sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,status
7.49759937,0.352842352,4.046411028,0.68827644,2.706986998,0.387746242,0.510093993,0.073806869,0.538825009,substantial
3.703245631,0.267835086,2.078492766,0.259222024,0.825249966,0.556754547,0.980720504,0.492229104,0.677231112,substantial
1.580637645,0.429716948,0.993505551,0.068032656,0.491773452,0.148977831,0.781145413,0.856525642,0.553953077,moderate
4.945524849,0.448555386,0.512843653,0.781808301,1.195947707,0.968320549,0.174572254,0.97624009,0.402811273,severe
1.786988685,0.267024033,0.193884142,0.882077574,0.71139736,0.238477609,0.727880233,0.1664741,0.922087938,substantial
6.194340496,0.1430154,4.021322603,0.365344509,1.802308013,0.229036702,0.114467595,0.878656852,0.079285059,substantial
2.559766949,0.267147016,1.894185416,0.693861519,0.784932409,0.520409111,0.468690493,0.888667191,0.843771351,substantial
5.646458278,0.021814383,1.660768058,0.844778377,1.185799251,0.062192124,0.68899922,0.326522696,0.525657788,substantial
6.218438545,0.012393903,1.55119817,0.197562303,1.888230696,0.720914773,0.347521692,0.465082344,0.357521134,severe
9.113293548,0.17319482,4.70694211,0.697395485,1.559230922,0.329597703,0.781488872,0.929149775,0.15751765,substantial
3.741379626,0.798238299,3.942866485,0.291063903,0.555074088,0.174515848,0.176392879,0.995721588,0.51167688,substantial
4.697543526,0.778861296,1.27313851,0.13686165,1.468354943,0.258578461,0.925356061,0.91980411,0.629497439,substantial
8.99731879,0.967511084,4.380188395,0.785984708,0.010975395,0.223910471,0.617915536,0.067916964,0.151810333,substantial
0.758969491,0.672596523,0.683645657,0.59047363,0.319828188,0.737810476,0.594264766,0.073136648,0.928453006,substantial
5.557708985,0.872903537,3.798988183,0.938474889,2.534414383,0.574410009,0.808315998,0.74509485,0.484434799,substantial
5.936730015,0.681056034,0.651373954,0.252983049,0.350974,0.240581881,0.558152257,0.956895382,0.097171987,substantial
6.213150684,0.103815048,3.930880511,0.221350911,1.76336855,0.446225115,0.925838912,0.177671426,0.128893991,substantial
7.00852684,0.44548126,2.051208261,0.555628251,0.965221267,0.652501293,0.508515121,0.192942495,0.772975393,substantial
6.920598397,0.980845045,4.990511393,0.165188869,2.434380557,0.053946558,0.125960714,0.222143363,0.520455676,substantial
1.765928718,0.327331345,3.631511742,0.935786704,1.495575567,0.683862277,0.338918883,0.106380548,0.403846914,substantial
6.743709803,0.097709171,4.475965246,0.060187441,2.757178281,0.180792287,0.039523914,0.010775688,0.152865453,substantial
5.505642379,0.677000526,3.782283491,0.472837526,0.131777276,0.417027224,0.307948683,0.797850729,0.832340824,substantial
2.603502072,0.235082839,1.391649298,0.744393879,1.280896366,0.560390466,0.377782411,0.822589745,0.42359391,substantial
6.659102144,0.966779784,3.076499494,0.920419239,2.955355152,0.644027656,0.741152845,0.07489993,0.46657831,substantial
7.385574275,0.266607314,3.316881792,0.982142172,0.304337321,0.643203246,0.178968658,0.928154828,0.145502335,substantial
5.694530142,0.390101854,0.694162902,0.246519122,0.817508799,0.295182332,0.991261999,0.051133654,0.889691386,substantial
0.381922379,0.035046671,0.516819756,0.858936891,1.270572195,0.183697639,0.129209646,0.398825824,0.303071486,substantial
0.434791482,0.892447634,2.390152656,0.514582807,1.663584933,0.629498675,0.890749933,0.060666441,0.697118528,moderate
8.62451603,0.913673861,3.097414112,0.433949666,1.977472385,0.721486593,0.46562561,0.349484675,0.153247884,severe
5.28636473,0.674671586,3.862933303,0.716954642,0.015205906,0.396712534,0.588993668,0.939529953,0.119075911,substantial
1.810016616,0.1243568,1.322107775,0.762674298,0.821086699,0.29289858,0.928865435,0.031598349,0.111794014,moderate
9.07650688,0.044794894,0.95270303,0.439732335,0.096708568,0.782982382,0.373111101,0.440346101,0.932602519,critical
7.001979747,0.264269476,2.271056076,0.095950602,2.27784167,0.467976122,0.665581651,0.322205063,0.250909777,substantial
9.438052035,0.405044665,1.061358452,0.640693738,2.904244835,0.842012692,0.840269254,0.721772279,0.06050323,critical
6.754723609,0.352144124,4.366782978,0.865860962,1.860382048,0.650340126,0.287016599,0.526697986,0.628518669,substantial
7.621341908,0.811341585,4.512144279,0.078211046,0.678400781,0.847514256,0.864026909,0.402520057,0.605791341,substantial
7.713826515,0.680370724,2.707385954,0.80531301,2.955029562,0.941052473,0.02025799,0.564713656,0.392145807,critical
5.298908409,0.039408021,0.500785405,0.014716394,2.604529881,0.357423287,0.658231275,0.251778927,0.335929093,substantial
2.500026607,0.278991825,2.529381853,0.561605781,2.641882925,0.774399828,0.482562415,0.796405076,0.918654959,substantial
4.738737353,0.886152935,3.234390602,0.244437937,1.132315546,0.989371774,0.253050988,0.849309676,0.625538485,substantial
2.51022887,0.500168127,4.968347198,0.740023938,0.415329091,0.377141371,0.633343957,0.922805733,0.50945581,moderate
7.799406804,0.86644782,3.837775656,0.364117301,0.111500264,0.798575644,0.265145042,0.765593386,0.636810725,substantial
3.52205943,0.229330155,3.262433537,0.824609691,1.030671388,0.310909969,0.417067784,0.615345617,0.099313051,substantial
7.410378763,0.084998854,2.15545798,0.475234379,1.374787373,0.195570788,0.904113154,0.077197769,0.441934403,substantial
8.050503298,0.064319168,1.013256288,0.118988072,0.457129444,0.807763325,0.961714015,0.619339066,0.175575227,severe
1.825421859,0.152847009,1.735935837,0.305193532,0.089814612,0.795122557,0.541619772,0.970888706,0.577822292,substantial
3.097672412,0.438389571,2.116059526,0.673526595,2.004897948,0.054279907,0.665414496,0.977891801,0.490920306,substantial
7.111434412,0.923029172,0.658242106,0.886309101,1.120950113,0.87919996,0.822494293,0.580646272,0.831972838,severe
2.586000969,0.938034292,1.526636197,0.690362257,1.364825883,0.016199133,0.873387576,0.433041621,0.738117134,moderate
8.332413996,0.25156676,4.364260435,0.349441691,0.38834441,0.563898497,0.151844278,0.767917023,0.666756294,substantial
7.077155926,0.621056531,2.847478652,0.958857968,2.28222627,0.252767196,0.676465355,0.123471905,0.999793735,substantial
8.475954952,0.2520131,1.471817653,0.681259207,0.164962987,0.205243009,0.324384577,0.382961535,0.750677687,severe
0.692937278,0.955806124,3.185041194,0.644220582,1.885220019,0.26385144,0.204417306,0.833837761,0.233977653,moderate
4.282482961,0.01248305,4.047010586,0.510913622,0.080290688,0.996501729,0.327561841,0.27503299,0.884489643,substantial
0.912878012,0.868464548,3.578170766,0.962333237,2.888911902,0.385297446,0.883423313,0.903950577,0.913702168,moderate
8.840233124,0.399064684,4.274348429,0.470707429,2.798379961,0.591534833,0.005118844,0.059509896,0.254880596,severe
9.905137674,0.392180739,2.33960852,0.334649012,1.223146345,0.607623443,0.271292469,0.096698094,0.36501942,severe
7.322946026,0.011674426,2.597121274,0.225070759,1.528656341,0.160563564,0.784017152,0.928904823,0.59400012,substantial
0.800162182,0.603258534,0.481191212,0.817125422,0.820315524,0.97841752,0.659108425,0.976778646,0.572594333,substantial
7.790825717,0.196041237,1.079361207,0.72146504,0.499867366,0.449865757,0.174258545,0.89794103,0.396494447,severe
4.345787334,0.808435629,3.891109062,0.570133496,1.130834105,0.065250071,0.321163872,0.466514578,0.065056962,substantial
4.857576413,0.624599061,1.382242635,0.802117349,0.043547385,0.699715973,0.590489822,0.959695192,0.918646715,substantial
0.413664847,0.274236517,2.588909533,0.374509242,2.175626641,0.910705922,0.768313108,0.706223705,0.085498948,moderate
2.147168278,0.215555396,1.708028929,0.107988839,2.37995328,0.24822828,0.094830561,0.760578049,0.876105322,substantial
8.914614993,0.075200373,1.029829745,0.784428442,1.282877837,0.374750488,0.250837739,0.770123666,0.353128831,critical
5.786189476,0.655122638,1.508820848,0.076883227,1.053003705,0.560752663,0.806577834,0.410022683,0.940138488,substantial
8.800477739,0.076560468,4.832902486,0.263841593,1.232185213,0.53743232,0.535647241,0.489686999,0.056635118,substantial
9.84612982,0.83568163,3.778508742,0.353969065,1.060015242,0.148087266,0.968118226,0.175465422,0.571305429,substantial
8.928359435,0.893665172,3.87270761,0.024142707,1.533684308,0.655159758,0.540646181,0.288082153,0.941210026,substantial
8.218258081,0.818908583,4.002705277,0.328194472,2.189906662,0.763900109,0.768528244,0.985918988,0.782837847,substantial
8.674958947,0.021034924,4.888811784,0.988850751,0.369125831,0.575379294,0.909498362,0.756998463,0.037248791,substantial
4.547699297,0.187624733,4.280206523,0.449059582,2.392056341,0.286657449,0.029062378,0.444645355,0.4322243,substantial
3.458978331,0.838056732,1.133391234,0.487913121,0.92795431,0.957973325,0.494117982,0.111194583,0.315536235,substantial
8.112435619,0.831132024,1.51307647,0.695302628,0.229736424,0.394153054,0.15574871,0.349544284,0.421198826,severe
6.273288347,0.885383679,4.599307939,0.552872373,1.637892902,0.880028899,0.540305138,0.485127483,0.426278966,substantial
6.059472746,0.286881607,3.238327121,0.175455084,2.401218885,0.408601895,0.847165289,0.801322572,0.936354497,substantial
1.176488524,0.714406682,0.150608756,0.556307885,0.881445796,0.65133453,0.561901974,0.528928711,0.444417662,substantial
5.16001876,0.178473428,2.734512839,0.037546555,1.422762175,0.614555846,0.280339031,0.058118932,0.800805376,substantial
8.949693912,0.571831564,2.065634856,0.494316615,2.597214351,0.499077814,0.05856324,0.428510729,0.735949538,critical
4.136989898,0.331491751,4.259344936,0.371459367,1.050667765,0.742808085,0.922370165,0.047917613,0.283322924,moderate
3.199534405,0.559133779,3.114915897,0.07883598,0.045257832,0.417254314,0.119320055,0.211247614,0.982027079,substantial
5.931094536,0.674348949,4.308528429,0.493440137,1.917569631,0.653573667,0.030170711,0.462136561,0.618437741,substantial
4.289016334,0.490936842,0.997818053,0.104250505,1.431260216,0.067230165,0.449691123,0.846549269,0.055938378,substantial
7.845313925,0.677517718,1.407476479,0.631452267,2.630213303,0.275117046,0.561290113,0.75955368,0.03152588,severe
4.500499491,0.743598061,2.775879851,0.026167386,0.5034341,0.769225613,0.22895792,0.049453664,0.926828615,substantial
2.989487061,0.799777648,2.050086789,0.213435662,0.250551536,0.268716817,0.784595527,0.000414799,0.556022098,moderate
8.252208679,0.43365167,2.554499543,0.944269256,1.000785741,0.244224652,0.173622211,0.845583439,0.390009918,severe
6.965465601,0.193691644,3.538425577,0.421645409,0.292025476,0.488972241,0.055698925,0.420029289,0.96273769,substantial
2.459850221,0.848929531,4.462933311,0.221760224,2.397612988,0.151817722,0.748941218,0.347454132,0.082954444,low
5.835138801,0.180151984,4.887829798,0.273430592,1.393981284,0.543097478,0.897059492,0.051838379,0.008013125,moderate
2.73168017,0.36757739,3.188225027,0.826243126,0.89023333,0.388914783,0.379895313,0.816298114,0.538717112,substantial
4.790943031,0.484967209,1.196368941,0.49392846,0.267326417,0.982370537,0.482376499,0.39821247,0.850376957,substantial
6.141643874,0.856014451,4.276810385,0.053658401,0.914989892,0.141210353,0.791426832,0.886633008,0.630510371,substantial
0.964815631,0.285918697,3.081742595,0.143220796,1.820981636,0.689227752,0.584032355,0.098358691,0.604417246,moderate
9.46860893,0.686512251,2.010931726,0.91586926,0.497205636,0.526409763,0.227268541,0.708874137,0.16719139,severe
0.174466589,0.820439344,3.954071429,0.901411853,0.961404279,0.097641309,0.783809967,0.644896713,0.36650525,low
0.149929435,0.036244987,4.319111863,0.538978736,0.138800127,0.954340237,0.968553004,0.540165856,0.480170204,low
1.535352669,0.104355907,1.422651716,0.596234856,2.41615338,0.297754578,0.508685192,0.297396361,0.936640573,substantial
8.060377338,0.392767503,1.612867628,0.185607283,1.543904189,0.578549278,0.832145043,0.391271406,0.780597969,severe
8.259409602,0.222519059,2.557119792,0.2862985,2.978057964,0.997829264,0.784247115,0.956599796,0.775114666,severe
1.05219534,0.617919038,2.266123036,0.13426324,0.356962725,0.571095263,0.81885109,0.494062771,0.43070319,moderate
2.618875188,0.596010142,2.559048764,0.833767423,0.454929167,0.930709639,0.326213469,0.233544333,0.0461475,substantial
7.274021837,0.652910279,1.001283272,0.346337982,1.975582276,0.380045858,0.469569129,0.418265084,0.140897,severe
3.04056088,0.990134713,3.172646953,0.830797943,1.334824949,0.588642464,0.810023332,0.231022804,0.380236651,moderate
5.878517221,0.579056318,3.512486294,0.645436325,1.983150255,0.144605156,0.009034352,0.676856124,0.0043538,substantial
9.213592474,0.905477654,2.968294042,0.139807177,1.796530662,0.336405224,0.713877031,0.35335863,0.277888936,substantial
3.379869312,0.83818,3.943978567,0.951748884,2.203135117,0.373633865,0.776886325,0.536616863,0.720807582,substantial
6.878288961,0.23193926,2.382707228,0.783090286,2.51430333,0.442143025,0.919698013,0.950407426,0.353435284,substantial
1.043987776,0.770003805,2.369377144,0.294917053,0.296889734,0.08337201,0.755047805,0.881913893,0.387312262,moderate
9.597344174,0.897659952,2.856344639,0.033318875,0.288766957,0.925619104,0.142118179,0.176915086,0.821601138,severe
3.446593828,0.805891457,2.054219371,0.929445715,1.009836805,0.092304619,0.896786962,0.241516196,0.337624595,moderate
1.206013967,0.110393921,1.634097032,0.560017254,2.562826644,0.349930129,0.982795094,0.727672238,0.199138771,moderate
7.190061214,0.941096882,0.510110428,0.284890788,1.772242166,0.375217357,0.069270818,0.853509807,0.877604887,severe
6.747691003,0.612298071,4.437475461,0.679979031,2.983029663,0.448852722,0.013099551,0.632912341,0.09595103,substantial
2.87957082,0.058061323,0.657491005,0.56297973,2.19122875,0.041671494,0.803796246,0.892274575,0.233847707,substantial
1.082068667,0.408500202,2.134416456,0.892490273,1.018548748,0.682496404,0.508752884,0.444756068,0.970115725,substantial
3.41123061,0.540017222,1.038512002,0.341125401,0.19843437,0.484727838,0.900359004,0.148613993,0.638634902,substantial
1.365591233,0.239653526,3.670008585,0.556552969,1.024236632,0.274922173,0.19463847,0.203627859,0.108647012,moderate
7.047744454,0.856705907,1.939064409,0.97273654,1.417562219,0.419159683,0.021480509,0.436882133,0.306047464,severe
8.40072571,0.86954172,3.830757065,0.022832342,1.653800493,0.047869556,0.551387207,0.747536015,0.370278064,substantial
2.358872018,0.259930931,2.536716274,0.32727353,2.16284873,0.319720626,0.615243644,0.811394175,0.367770618,substantial
7.253194774,0.811167789,4.309656935,0.601251659,0.491617068,0.75462434,0.376007671,0.592888584,0.571617912,substantial
7.263763556,0.133777495,2.69011445,0.731377431,0.880672696,0.070254332,0.239479984,0.380371835,0.050775806,substantial
8.401819299,0.147692169,0.340557028,0.273615888,1.077731288,0.850287932,0.029899748,0.98271427,0.775317816,critical
7.531964717,0.9667473,2.150243605,0.567091715,2.154982856,0.802996746,0.458610768,0.171107609,0.446947509,severe
8.546821739,0.982141568,2.202195317,0.888379088,0.181346605,0.452009581,0.393894881,0.081317018,0.244558764,substantial
2.487794147,0.582020964,2.572994656,0.052484642,0.266970908,0.72586316,0.500136477,0.272153254,0.918320517,substantial
4.554575957,0.333477721,3.04999341,0.521819266,1.251493834,0.959247545,0.180174818,0.101618796,0.614657802,substantial
1.271489411,0.849015752,0.399970463,0.690959291,1.186638557,0.400958971,0.941403394,0.945735806,0.187111482,moderate
8.911028521,0.285107094,3.632662588,0.222588963,0.414871509,0.614441227,0.3838059,0.192489526,0.518488393,severe
2.749734456,0.513138862,4.656253912,0.917151161,2.484645103,0.742029919,0.165501989,0.154322022,0.19147954,substantial
4.863566637,0.807485291,0.248275208,0.933741222,0.513533503,0.24537945,0.561239659,0.903716394,0.661486934,substantial
1.650301229,0.619053581,1.663662149,0.812304591,0.147686256,0.217058541,0.969475723,0.084334583,0.478329103,moderate
6.340340094,0.467132287,0.20743835,0.363580562,2.596661228,0.254113826,0.655411424,0.411622794,0.88579467,severe
7.386910399,0.395362422,4.808348383,0.609619648,0.213200226,0.824786745,0.549216918,0.267385417,0.038857338,substantial
0.627500719,0.950443181,1.647995646,0.729837435,1.288616456,0.533749028,0.52166133,0.01726344,0.028656216,moderate
7.892628448,0.486727867,1.251468394,0.280210924,2.932106719,0.84233192,0.126034952,0.456214431,0.105341073,critical
4.4235994,0.771578229,3.648043207,0.696784901,0.371188661,0.103219844,0.979793271,0.508337433,0.724763336,moderate
1.260445764,0.064483452,4.056610128,0.8489951,2.216899046,0.503232145,0.894547629,0.390891191,0.388910251,moderate
4.852203034,0.724239949,0.231030076,0.526052566,0.737863849,0.955708073,0.596277218,0.629681365,0.4654532,substantial
0.704513012,0.808664698,2.87750353,0.145945577,1.295563406,0.279425314,0.369205174,0.70070777,0.730721368,moderate
8.875297128,0.804008269,0.730532851,0.817774062,2.616308455,0.95799742,0.599382263,0.240690214,0.030797548,critical
1.750855682,0.231763374,1.760686647,0.901225564,0.744632721,0.693626687,0.348518575,0.233073648,0.843831478,substantial
8.766146364,0.06870254,2.439171349,0.139248408,0.456358751,0.624729792,0.542077259,0.817371699,0.854260162,severe
0.598931599,0.477987279,2.241251823,0.662404918,1.483134406,0.027373343,0.372495194,0.773926333,0.923666795,moderate
2.459386691,0.757283116,4.471069187,0.180296845,1.331047111,0.106611955,0.894884913,0.941460297,0.101786103,low
0.551574725,0.10724982,3.334618884,0.847397267,2.536751791,0.020639354,0.250105329,0.245670464,0.411671263,moderate
2.57812351,0.437371978,1.263312935,0.966520645,2.085671378,0.446161412,0.773109603,0.188695655,0.455819124,substantial
4.571927827,0.654398278,4.292432151,0.734203962,0.904472729,0.728511478,0.746951461,0.385576231,0.293470897,substantial
0.631727374,0.06449187,2.618910653,0.8618518,2.78177861,0.83513001,0.443134489,0.126537922,0.421751069,substantial
5.502290871,0.799272321,0.746032331,0.395749442,0.616602204,0.007552576,0.419894827,0.762559542,0.196485319,substantial
6.145528016,0.014577499,0.332520868,0.416294089,0.185967373,0.188423656,0.975226891,0.525826304,0.628953079,substantial
0.141059116,0.480005271,1.026485013,0.608787765,2.319168962,0.697780002,0.768423628,0.483256353,0.567166588,substantial
3.649340171,0.790598132,2.571198062,0.760085446,2.363462539,0.19411152,0.192222724,0.016210903,0.216757081,substantial
8.447952769,0.665676043,1.72063425,0.725955532,0.677480495,0.002937455,0.585839985,0.33747154,0.017590975,substantial
3.139467309,0.979711478,1.18315683,0.988216093,0.649602895,0.671421526,0.239678027,0.666285368,0.23374484,substantial
7.577768253,0.094617206,3.672246369,0.533288126,1.698787043,0.835314023,0.624419288,0.31059928,0.381766972,substantial
7.327511628,0.751389452,1.842434574,0.118379108,2.725285076,0.804698406,0.083051012,0.559332047,0.81643195,severe
5.935316591,0.769551004,1.464084562,0.546578674,0.133348228,0.614801935,0.838857017,0.443460083,0.966142871,substantial
0.042086936,0.629521928,1.800718592,0.594546419,0.387592969,0.114628983,0.193829942,0.157760826,0.522106722,moderate
4.996698226,0.696738055,2.88320154,0.936655409,1.922903537,0.266969182,0.526966042,0.648833045,0.027950992,substantial
1.613296491,0.997807975,0.466214038,0.117434845,1.800048676,0.611288881,0.75340286,0.837137404,0.823852752,substantial
1.571809683,0.143108066,3.093941652,0.279533755,0.082229594,0.485431942,0.534306589,0.532641893,0.509166605,moderate
5.94829011,0.236598772,0.648296652,0.611825271,2.146374248,0.719807636,0.055225219,0.025626792,0.141769596,severe
5.81866644,0.964371806,4.836997363,0.306767756,1.70351396,0.997806363,0.655309943,0.141466819,0.879070486,substantial
8.834276244,0.186276734,4.194476813,0.699467538,0.539122356,0.556917811,0.435469407,0.237746031,0.72942811,substantial
5.331358138,0.189221983,2.390970194,0.634312696,0.609991444,0.184640882,0.424113014,0.393815338,0.150355723,substantial
7.238534105,0.025678187,1.58409411,0.17014461,0.211565052,0.253721482,0.378871595,0.731553982,0.157061576,substantial
6.227358734,0.761152712,3.657224486,0.67978112,2.639177603,0.396539395,0.321330257,0.771893994,0.012132228,substantial
4.455451189,0.723746679,2.810089218,0.736603231,2.558145262,0.343151286,0.918652361,0.304647323,0.280276686,substantial
7.866441444,0.184459954,2.265132455,0.868103818,2.919454023,0.062779799,0.258940393,0.860534432,0.211418389,severe
7.450405756,0.526806967,3.07154151,0.650561819,1.526774735,0.798762915,0.488016163,0.571820757,0.589903409,severe
5.928156057,0.982017212,3.74605451,0.356200097,0.84943328,0.316735775,0.093410541,0.558017705,0.034940039,substantial
5.305516284,0.496485988,4.056185151,0.229246598,2.735302751,0.104993276,0.421741256,0.278355555,0.524975167,substantial
1.00035036,0.467247664,0.638332766,0.339465041,2.631203181,0.648179984,0.981248324,0.575171794,0.249854354,substantial
0.242911599,0.980241842,0.459577299,0.645718581,2.452909284,0.394711641,0.963177016,0.756901065,0.421019907,moderate
1.502839129,0.301325907,4.783521656,0.586536686,0.7318546,0.876813317,0.046994016,0.110787637,0.713630512,moderate
3.15988162,0.921889824,2.630193494,0.299812279,1.931587986,0.147879874,0.095150266,0.49475465,0.833645925,substantial
8.138341334,0.399579893,3.346769714,0.732174079,0.29699408,0.812045524,0.686205599,0.057033258,0.166591815,substantial
7.855679214,0.746352926,4.871007883,0.810675289,0.259284653,0.340803253,0.173035192,0.804107243,0.280190295,substantial
7.273490616,0.454171604,3.240486848,0.643893502,0.691667372,0.605437754,0.158707639,0.762851812,0.626026495,substantial
9.330953369,0.869985026,4.012009156,0.098184769,2.602831414,0.544184229,0.21135372,0.691041863,0.022315474,severe
2.13676376,0.36577914,3.24582626,0.493387339,2.10071348,0.801628517,0.794510925,0.886542598,0.264741099,moderate
4.147828541,0.870218561,3.826957156,0.03334369,0.561515869,0.740263388,0.704747366,0.549580906,0.798476145,moderate
0.303991199,0.844967337,4.379836085,0.237237532,1.152413691,0.200859588,0.445141191,0.125490752,0.436261054,low
9.065928494,0.792185818,0.665299293,0.128596729,0.856855994,0.653765085,0.479983702,0.947187195,0.732546698,severe
0.523906817,0.344721884,4.662260396,0.355043649,0.031722943,0.256778476,0.621332526,0.437258686,0.431024205,low
3.1248007,0.542802106,1.254654784,0.036741176,1.248155439,0.106927069,0.758739615,0.979164228,0.637327087,substantial
5.014343297,0.42507298,0.897819081,0.314747551,2.115512341,0.196458774,0.587395352,0.611179218,0.986667481,substantial
3.989781311,0.294721287,2.972462147,0.816382601,0.544159175,0.083716895,0.321570865,0.156181658,0.062586556,substantial
2.469323889,0.712755749,0.476250743,0.599741143,0.482180573,0.457114525,0.20463926,0.168189752,0.268554551,substantial
8.002531257,0.898306198,3.620572231,0.320340789,0.813474213,0.593391543,0.020884686,0.803995868,0.844974623,severe
9.417964994,0.018459177,4.663550437,0.225254753,1.191357565,0.062281532,0.853589822,0.947601419,0.711014475,substantial
5.210633333,0.528144566,3.802827908,0.959521857,2.757227504,0.40511739,0.510466345,0.831849693,0.632111609,substantial
4.212831555,0.067439708,2.482405593,0.633002392,2.842532572,0.144138091,0.479166718,0.654516809,0.494724062,substantial
5.097857586,0.243903328,4.237658499,0.93330945,1.410796475,0.608563407,0.201720254,0.427845709,0.416527886,substantial
7.868104459,0.302330685,2.590277866,0.099716763,2.933909725,0.076589094,0.623674449,0.860932881,0.501951956,substantial
3.920558042,0.296810606,1.846965216,0.027262609,1.400859978,0.360696398,0.368763692,0.699711963,0.26517298,substantial
3.073696304,0.688423299,0.300698253,0.728686732,1.060333824,0.046305933,0.384588994,0.774344259,0.172955154,substantial
9.992558918,0.386249931,0.09368188,0.507973414,0.769655606,0.706419494,0.866197677,0.777706992,0.354580004,critical
9.254357621,0.738939456,2.907288107,0.336298938,0.785844341,0.498675021,0.547304602,0.261564234,0.514812315,severe
3.222745567,0.445622654,1.832370916,0.383603619,1.163895558,0.849435052,0.775960609,0.686982549,0.380953211,substantial
6.700643534,0.401273906,3.273996488,0.579528126,2.468515885,0.823742738,0.695425857,0.29001225,0.093628203,substantial
4.037068448,0.315739095,0.069711263,0.170277897,1.475013804,0.23053599,0.802856524,0.402149248,0.319183151,substantial
8.63506134,0.70122505,4.470675887,0.649793335,0.807796731,0.745437755,0.698341374,0.246656628,0.279368917,substantial
7.05366343,0.693259587,0.725611302,0.066645884,0.611514614,0.47334049,0.409330198,0.655415609,0.900663077,severe
5.521550266,0.886217098,2.603528985,0.144547966,1.749487501,0.005952212,0.661882533,0.439690779,0.906454552,substantial
9.71917582,0.827012331,2.056665094,0.082446377,2.347230338,0.121764617,0.365121947,0.737627415,0.095198562,severe
7.211148817,0.014840726,3.794755667,0.880628029,1.878648706,0.509821725,0.23994296,0.733103997,0.92890772,severe
6.402496784,0.031921639,3.867289858,0.706345584,1.875428203,0.541848096,0.166973232,0.317797888,0.365746679,substantial
4.300864788,0.125635962,0.047952508,0.079893861,2.433020033,0.1697846,0.413446691,0.880095828,0.903284896,substantial
6.586181511,0.071286844,2.117266375,0.754566376,2.807725182,0.680566831,0.485346804,0.082427397,0.15127446,severe
2.890800535,0.882271758,3.386445347,0.349668498,2.078347447,0.756647756,0.335605822,0.630785799,0.512987077,substantial
8.221581723,0.748903726,3.397149793,0.202589615,1.99713434,0.477075163,0.290538127,0.400667673,0.477979631,substantial
1.664248216,0.324697422,3.529051382,0.549653241,1.317220693,0.138162319,0.26247168,0.339245849,0.945967256,moderate
3.56047203,0.723366918,0.705773305,0.720000805,2.924386967,0.950250448,0.70548765,0.370641719,0.345375737,substantial
7.155236645,0.682858753,0.619950743,0.421708563,0.319808467,0.656695636,0.666626156,0.935712341,0.790605225,severe
2.856972581,0.567798931,3.151542135,0.715114811,0.172036638,0.42825569,0.455381263,0.498373778,0.168099531,moderate
8.658903313,0.683125481,3.823027394,0.382667774,1.017346024,0.873502517,0.303497548,0.152692862,0.965021095,severe
7.206987467,0.143737316,1.514677606,0.72075253,2.47160386,0.130382157,0.553035092,0.681544204,0.799562039,severe
1.453242655,0.456526693,1.536448253,0.847646476,0.691245126,0.012470574,0.675713841,0.607096033,0.313697918,moderate
2.679435958,0.077039266,2.928764176,0.986319337,2.062930146,0.300659997,0.21257068,0.663043946,0.14859748,substantial
9.407676634,0.267171111,2.1066209,0.010447896,1.634141182,0.196719087,0.525419267,0.061781667,0.334006503,severe
9.957719844,0.20366246,1.055132945,0.63439478,1.712255748,0.841221581,0.468101278,0.354639514,0.46832843,critical
8.985765602,0.587086634,2.976511635,0.423716743,1.734041513,0.423193137,0.695030181,0.392975872,0.574702024,substantial
1.370660031,0.843217847,1.903086272,0.039674935,0.954131385,0.72987594,0.138315166,0.184818646,0.996075216,substantial
2.928550529,0.606856962,0.061962094,0.422092205,1.301839372,0.942054759,0.522480794,0.657160422,0.653127257,substantial
6.986478998,0.484978158,2.539833694,0.926724539,1.148565646,0.755152915,0.318883526,0.921924804,0.874709432,severe
4.389893253,0.475913505,0.324200098,0.944732806,0.616513057,0.80758556,0.866268608,0.063219483,0.382131452,substantial
4.926919137,0.840717473,1.329492607,0.292957014,0.25300522,0.04332529,0.216712331,0.5340539,0.675539047,substantial
5.967631404,0.213733483,3.180109404,0.005302431,0.463700055,0.831353255,0.744542552,0.588607196,0.623827451,substantial
0.067365182,0.642258407,3.899982757,0.782375886,1.051735108,0.190437725,0.345113212,0.623148684,0.192324753,low
7.905475077,0.885920365,0.891687035,0.516382652,1.759703988,0.107708855,0.09119411,0.858261671,0.400602362,severe
4.220697617,0.93759914,3.889503725,0.05986926,2.172393215,0.865614743,0.690504547,0.332640447,0.750517081,substantial
7.636583751,0.262039854,4.852806189,0.657374994,1.470947314,0.412902211,0.846480959,0.824181365,0.394509389,substantial
1.124802835,0.390376319,4.580613978,0.789358851,2.93407047,0.4499893,0.3710212,0.437054765,0.535258985,moderate
0.148439513,0.275757261,2.168903206,0.243211565,0.91897805,0.101788257,0.101396784,0.657507542,0.176506711,moderate
7.808585438,0.367548136,2.018269125,0.353562715,1.642523349,0.719187727,0.616396697,0.565618341,0.633635765,severe
7.705222957,0.430969045,3.039031483,0.748680068,0.932229667,0.639749903,0.456232292,0.844788703,0.368852424,substantial
3.917980828,0.46155845,2.997811415,0.175397892,1.062676747,0.915305749,0.937684948,0.324007523,0.52830991,substantial
4.398841069,0.527006662,3.377765781,0.246611436,2.24531847,0.199153751,0.687115034,0.822829287,0.639763952,substantial
